"catch-difficulty","catch-phrase","color-1","color-2","creature-type","critterpedia-filename","critterpedia-image","description","furniture-filename","furniture-image","hha-base-points","hha-category","icon-filename","icon-image","id","lighting-type","movement-speed","name","nh-apr","nh-aug","nh-dec","nh-feb","nh-jan","nh-jul","nh-jun","nh-mar","nh-may","nh-nov","nh-oct","nh-sep","sell","sh-apr","sh-aug","sh-dec","sh-feb","sh-jan","sh-jul","sh-jun","sh-mar","sh-may","sh-nov","sh-oct","sh-sep","shadow","size","spawn-rates","surface","total-catches-to-unlock","vision","weather","where-how"
"Hard","I caught a ranchu goldfish! But I prefer balsamicu goldfish!","Red","Black","Fish","FishRanchu","https://acnhcdn.com/latest/BookFishIcon/FishRanchuCropped.png","The ranchu goldfish is a charming relative of the goldfish with a bumpy head and stout, round body. They have ordinary heads when born, but develop impressive rectangular heads after about three years. Supposedly their head shape changes depending on factors like the size of their tank... So ranchu goldfish enthusiasts aim to raise perfectly shaped specimens and work hard to achieve this. Of course, no one asks the ranchu goldfish themselves what shape they want their heads to be...","FtrFishRanchu","https://acnhcdn.com/latest/FtrIcon/FtrFishRanchu.png",71,"Pet","Fish85","https://acnhcdn.com/latest/MenuIcon/Fish85.png","F9","No lighting",NA,"ranchu goldfish","9 AM – 4 PM","9 AM – 4 PM","9 AM – 4 PM","9 AM – 4 PM","9 AM – 4 PM","9 AM – 4 PM","9 AM – 4 PM","9 AM – 4 PM","9 AM – 4 PM","9 AM – 4 PM","9 AM – 4 PM","9 AM – 4 PM",4500,"9 AM – 4 PM","9 AM – 4 PM","9 AM – 4 PM","9 AM – 4 PM","9 AM – 4 PM","9 AM – 4 PM","9 AM – 4 PM","9 AM – 4 PM","9 AM – 4 PM","9 AM – 4 PM","9 AM – 4 PM","9 AM – 4 PM","Small","1x1","1–2","No",20,"Narrow","Any weather","Pond"
NA,"I caught an agrias butterfly! I wonder if it finds me disagrias-able?","Pink","Green","Insect","InsectMiirotateha","https://acnhcdn.com/latest/BookInsectIcon/InsectMiirotatehaCropped.png","Some say the agrias butterfly is one of the most beautiful butterflies in the world. Bah, I say! BAH! They may have brightly colored wings, but the way they flutter and flitter...SO FOUL! In fact, the agrias butterfly flies so fast, it is quite a feat to catch one. I suppose I should congratulate you on your good fortune... But catching any bug seems a misfortune to me.","FtrInsectMiirotateha","https://acnhcdn.com/latest/FtrIcon/FtrInsectMiirotatehaCropped.png",64,"Pet","Ins6","https://acnhcdn.com/latest/MenuIcon/Ins6.png","I10",NA,NA,"agrias butterfly","8 AM – 5 PM","8 AM – 5 PM",NA,NA,NA,"8 AM – 5 PM","8 AM – 5 PM",NA,"8 AM – 5 PM",NA,NA,"8 AM – 5 PM",3000,NA,NA,"8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM",NA,NA,"8 AM – 5 PM",NA,"8 AM – 5 PM","8 AM – 5 PM",NA,NA,"1x1","5","Yes",20,NA,"Any except rain","Flying near flowers"
NA,"I caught an ant! TELL ME WHERE THE QUEEN IS!","Black","White","Insect","InsectAri","https://acnhcdn.com/latest/BookInsectIcon/InsectAriCropped.png","I warn you, the ant may be a small bug, but it finds scary strength in numbers. You see, the ant itself is the strongest creature in the world in relation to its size. One of these diminutive fiends can carry 50 times its own bodyweight! And if it wants to lift something even larger... Why, it simply calls on its ant friends to join the effort. Creepy cooperation, I say...","FtrInsectAri","https://acnhcdn.com/latest/FtrIcon/FtrInsectAriCropped.png",64,"Pet","Ins26","https://acnhcdn.com/latest/MenuIcon/Ins26.png","I69",NA,NA,"ant","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day",80,"All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day",NA,"1x1","0","No",0,NA,"Any weather","On rotten turnips"
NA,"I caught an Atlas moth! I bet it never gets lost!","Orange","Yellow","Insect","InsectYonagunisan","https://acnhcdn.com/latest/BookInsectIcon/InsectYonagunisanCropped.png","The Atlas moth is a monstrous thing! Not only is it one of the largest moths in the world... The tips of its wings look rather like the heads of venomous snakes! Despite its largeness and loathsome looks, the adult Atlas moth lives only for a few days. It emerges from its cocoon without a mouth, you see...and so cannot eat. I feel for the poor thing...but it is still foul!","FtrInsectYonagunisan","https://acnhcdn.com/latest/FtrIcon/FtrInsectYonagunisanCropped.png",64,"Pet","Ins10","https://acnhcdn.com/latest/MenuIcon/Ins10.png","I14",NA,NA,"Atlas moth","7 PM – 4 AM","7 PM – 4 AM",NA,NA,NA,"7 PM – 4 AM","7 PM – 4 AM",NA,"7 PM – 4 AM",NA,NA,"7 PM – 4 AM",3000,NA,NA,"7 PM – 4 AM","7 PM – 4 AM","7 PM – 4 AM",NA,NA,"7 PM – 4 AM",NA,"7 PM – 4 AM","7 PM – 4 AM",NA,NA,"1x1","5","Yes",20,NA,"Any weather","On trees (any kind)"
NA,"I caught a bagworm! Guess I'm a bragworm!","Brown","Blue","Insect","InsectMinomushi","https://acnhcdn.com/latest/BookInsectIcon/InsectMinomushiCropped.png","The bagworm is, in fact, not a worm at all, but a caterpillar instead. The filthy fraud uses silk and leaves to spin a cozy bag for it to hide inside—hence the name. Some find it cute the way bagworms dangle from trees. But the truth is they're gluttonous monsters. These beasts love to stuff their bug- gullets full of leaves, devouring the very trees they hang upon. Wretched villains is what they are.","FtrInsectMinomushi","https://acnhcdn.com/latest/FtrIcon/FtrInsectMinomushiCropped.png",64,"Pet","Ins36","https://acnhcdn.com/latest/MenuIcon/Ins36.png","I68",NA,NA,"bagworm","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day",600,"All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day",NA,"1x1","50","Yes",0,NA,"Any weather","Shaking trees (hardwood or cedar only)"
NA,"I did it! Did you see that? I caught a banded dragonfly!","Black","Yellow","Insect","InsectOniyanma","https://acnhcdn.com/latest/BookInsectIcon/InsectOniyanmaCropped.png","The banded dragonfly is known for its black-and-yellow-striped body, as well as for its piercing green eyes. And it is those very eyes that help make dragonflies master hunters, you see. Alas, when one looks at me, I can't help but feel it is sizing me up for a meal! Hoot! The horrors! Look away, fiend!","FtrInsectOniyanma","https://acnhcdn.com/latest/FtrIcon/FtrInsectOniyanmaCropped.png",64,"Pet","Ins24","https://acnhcdn.com/latest/MenuIcon/Ins24.png","I34",NA,NA,"banded dragonfly",NA,"8 AM – 5 PM",NA,NA,NA,"8 AM – 5 PM","8 AM – 5 PM",NA,"8 AM – 5 PM",NA,"8 AM – 5 PM","8 AM – 5 PM",4500,"8 AM – 5 PM",NA,"8 AM – 5 PM","8 AM – 5 PM","8 AM – 5 PM",NA,NA,"8 AM – 5 PM",NA,"8 AM – 5 PM",NA,NA,NA,"1x1","7","Yes",50,NA,"Any except rain","Flying near water"
NA,"I found a bell cricket! It would make a great bellhop!","Black","Beige","Insect","InsectSuzumushi","https://acnhcdn.com/latest/BookInsectIcon/InsectSuzumushiCropped.png","The call of the bell cricket heralds the arrival of autumn. And I concede it is a rather pleasant sound. What I do NOT find pleasant is the way these things rub their strange wings together to make their song! Ick and blech! And to make matters worse, bell crickets have been known to shed two of their four wings! And they simply leave these wings where they fall, as if it were litter! I simply cannot abide such odious behavior.","FtrInsectSuzumushi","https://acnhcdn.com/latest/FtrIcon/FtrInsectSuzumushiCropped.png",64,"Pet","Ins31","https://acnhcdn.com/latest/MenuIcon/Ins31.png","I21",NA,NA,"bell cricket",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 PM – 8 AM","5 PM – 8 AM",430,"5 PM – 8 AM",NA,NA,NA,NA,NA,NA,"5 PM – 8 AM",NA,NA,NA,NA,NA,"1x1","60","No",0,NA,"Any except rain","On the ground"
NA,"I caught a blue weevil beetle! It's the lesser of blue weevils!","Green","Pink","Insect","InsectHousekizoumushi","https://acnhcdn.com/latest/BookInsectIcon/InsectHousekizoumushiCropped.png","Yes, yes. The blue weevil beetle does come in beautiful shades of blue and green. The colors are so bright, some say it looks like a living jewel. But I say it looks like a weevil...and weevil rhymes with EVIL. Draw your own conclusions from there. Hoot! I certainly have!","FtrInsectHousekizoumushi","https://acnhcdn.com/latest/FtrIcon/FtrInsectHousekizoumushiCropped.png",64,"Pet","Ins80","https://acnhcdn.com/latest/MenuIcon/Ins80.png","I49",NA,NA,"blue weevil beetle",NA,"All day",NA,NA,NA,"All day",NA,NA,NA,NA,NA,NA,800,NA,NA,NA,"All day","All day",NA,NA,NA,NA,NA,NA,NA,NA,"1x1","2","No",0,NA,"Any weather","On palm trees"
NA,"I caught a brown cicada! Now it probably feels blue, cicada.","Brown","Green","Insect","InsectAburazemi","https://acnhcdn.com/latest/BookInsectIcon/InsectAburazemiCropped.png","Cicadas are obnoxious insects. And not just brown cicadas, mind you...but all cicadas! They flex ribbed membranes on their torso called tymbals to make a loud snapping sound. So rude! Hoo! Yes, it is only the males who make the noise. Sometimes at a volume that can produce pain at close range! Appallingly inconsiderate, I must say...","FtrInsectAburazemi","https://acnhcdn.com/latest/FtrIcon/FtrInsectAburazemiCropped.png",64,"Pet","Ins17","https://acnhcdn.com/latest/MenuIcon/Ins17.png","I26",NA,NA,"brown cicada",NA,"8 AM – 5 PM",NA,NA,NA,"8 AM – 5 PM",NA,NA,NA,NA,NA,NA,250,NA,NA,NA,"8 AM – 5 PM","8 AM – 5 PM",NA,NA,NA,NA,NA,NA,NA,NA,"1x1","70","Yes",0,NA,"Any weather","On hardwood/cedar trees"
NA,"I caught a centipede! 99 more and I'll have a dollarpede!","Black","Orange","Insect","InsectMukade","https://acnhcdn.com/latest/BookInsectIcon/InsectMukadeCropped.png","The centipede's name means ""100 legs."" But I tell you now, that's a lie! These ugly bugs can have as few as 15 pairs of legs...or as many as 171. But because of how their bodies are segmented, they never have exactly 100! Hoo! It's true! You know what else is true? Centipedes are carnivorous, aggressive, and venomous! And their bite is quite painful too! HOO-rrible things, I say.","FtrInsectMukade","https://acnhcdn.com/latest/FtrIcon/FtrInsectMukadeCropped.png",64,"Pet","Ins60","https://acnhcdn.com/latest/MenuIcon/Ins60.png","I77",NA,NA,"centipede","4 PM – 11 PM",NA,"4 PM – 11 PM","4 PM – 11 PM","4 PM – 11 PM",NA,"4 PM – 11 PM","4 PM – 11 PM","4 PM – 11 PM","4 PM – 11 PM","4 PM – 11 PM","4 PM – 11 PM",300,"4 PM – 11 PM","4 PM – 11 PM","4 PM – 11 PM",NA,NA,"4 PM – 11 PM","4 PM – 11 PM","4 PM – 11 PM","4 PM – 11 PM","4 PM – 11 PM","4 PM – 11 PM","4 PM – 11 PM",NA,"1x1","30","No",0,NA,"Any weather","From hitting rocks"
NA,"I found a cicada shell! I'm glad the little guy came out of it!","Brown","Green","Insect","InsectSeminonukegara","https://acnhcdn.com/latest/BookInsectIcon/InsectSeminonukegaraCropped.png","Cicadas! The nerve! Not only are they loud, they leave their cicada shells lying about! When it's time for a cicada nymph to turn into an adult, you see, it clings to a tree and sheds its exoskeleton. Then it just leaves this shell of its former self hanging right there! Awful manners, really...and awfully terrifying too.","FtrInsectSeminonukegara","https://acnhcdn.com/latest/FtrIcon/FtrInsectSeminonukegaraCropped.png",64,"None","Ins69","https://acnhcdn.com/latest/MenuIcon/Ins69.png","I31",NA,NA,"cicada shell",NA,"All day",NA,NA,NA,"All day",NA,NA,NA,NA,NA,NA,10,NA,NA,NA,"All day","All day",NA,NA,NA,NA,NA,NA,NA,NA,"1x1","1","No",50,NA,"Any weather","On hardwood/cedar trees"
NA,"I caught a citrus long-horned beetle! Orange you happy for me?","Black","Green","Insect","InsectGomadarakamikiri","https://acnhcdn.com/latest/BookInsectIcon/InsectGomadarakamikiriCropped.png","The citrus long-horned beetle is a putrid pest and a grave threat to trees. Hoo! It's true! Adults possess powerful jaws and use them to chomp through hard wood and plant fibers with ease. The little larvae are no better, boring bullet-like holes into innocent trees with gusto—citrus trees especially. Voracious and vile, indeed!","FtrInsectGomadarakamikiri","https://acnhcdn.com/latest/FtrIcon/FtrInsectGomadarakamikiriCropped.png",64,"Pet","Ins39","https://acnhcdn.com/latest/MenuIcon/Ins39.png","I47",NA,NA,"citrus long-horned beetle","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day",350,"All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day",NA,"1x1","10","No",0,NA,"Any except rain","On tree stumps"
NA,"I caught a common bluebottle! I'll put it in a rare green jar!","Black","Green","Insect","InsectAosujiageha","https://acnhcdn.com/latest/BookInsectIcon/InsectAosujiagehaCropped.png","The common bluebottle is a type of swallowtail butterfly with a bright blue line running down its wings. They fly quite nimbly, it seems, and are thus quite difficult to catch. But seeing how they've been known to slurp nutrients from MUD puddles... I simply CAN'T imagine wanting to catch one myself. What awful breath!","FtrInsectAosujiageha","https://acnhcdn.com/latest/FtrIcon/FtrInsectAosujiagehaCropped.png",64,"Pet","Ins72","https://acnhcdn.com/latest/MenuIcon/Ins72.png","I5",NA,NA,"common bluebottle","4 AM – 7 PM","4 AM – 7 PM",NA,NA,NA,"4 AM – 7 PM","4 AM – 7 PM",NA,"4 AM – 7 PM",NA,NA,NA,300,NA,NA,"4 AM – 7 PM","4 AM – 7 PM","4 AM – 7 PM",NA,NA,NA,NA,"4 AM – 7 PM","4 AM – 7 PM",NA,NA,"1x1","70","Yes",0,NA,"Any except rain","Flying"
NA,"I caught a common butterfly! They often flutter by!","White","Green","Insect","InsectMonshirocho","https://acnhcdn.com/latest/BookInsectIcon/InsectMonshirochoCropped.png","The common butterfly would have you believe it is but a beautiful friend flitting prettily about the flowers. Bah, I say! They may seem innocent things with their pretty white wings, but they hide a dark side! The common butterfly caterpillar is called a cabbage worm, you see, and it's a most voracious pest. The ravenous beasts chew through cabbage, broccoli, kale and the like with a devastating gusto. And my feathers! Their green coloring is truly GROSS! A hoo-rrific hue, I say.","FtrInsectMonshirocho","https://acnhcdn.com/latest/FtrIcon/FtrInsectMonshirochoCropped.png",64,"Pet","Ins0","https://acnhcdn.com/latest/MenuIcon/Ins0.png","I1",NA,NA,"common butterfly","4 AM – 7 PM",NA,"4 AM – 7 PM","4 AM – 7 PM","4 AM – 7 PM",NA,"4 AM – 7 PM","4 AM – 7 PM","4 AM – 7 PM","4 AM – 7 PM","4 AM – 7 PM","4 AM – 7 PM",160,"4 AM – 7 PM","4 AM – 7 PM","4 AM – 7 PM",NA,NA,"4 AM – 7 PM","4 AM – 7 PM","4 AM – 7 PM","4 AM – 7 PM","4 AM – 7 PM","4 AM – 7 PM","4 AM – 7 PM",NA,"1x1","60","No",0,NA,"Any except rain","Flying"
NA,"I caught a cricket! What a chirp thrill!","Brown","Beige","Insect","InsectKohrogi","https://acnhcdn.com/latest/BookInsectIcon/InsectKohrogiCropped.png","I say, where shall I start with the cricket? Well, to begin with, they are mostly nocturnal creatures. And for that you day-loving diurnal types should be grateful! Hoo! It means you don't have to lay eyes upon their prickly legs or overly long antennae like us night owls! Of course, crickets are best known for the chirping sound they make by rubbing their wings together. Some find the noise lovely to listen to. Alas, it only serves to remind me of another unpleasant fact... Which is to say...you will find a cricket's ears right next to its knees! I've gone weak in the knees at the mention of it!","FtrInsectKohrogi","https://acnhcdn.com/latest/FtrIcon/FtrInsectKohrogiCropped.png",64,"Pet","Ins30","https://acnhcdn.com/latest/MenuIcon/Ins30.png","I20",NA,NA,"cricket",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 PM – 8 AM","5 PM – 8 AM","5 PM – 8 AM",130,"5 PM – 8 AM",NA,NA,NA,NA,NA,NA,"5 PM – 8 AM","5 PM – 8 AM",NA,NA,NA,NA,"1x1","60","No",0,NA,"Any except rain","On the ground"
NA,"I caught a cyclommatus stag! Those mandibles are a mouthful!","Black","Black","Insect","InsectHosoakakuwagata","https://acnhcdn.com/latest/BookInsectIcon/InsectHosoakakuwagataCropped.png","The cyclommatus stag is known for its giant jaws, which can be even larger than its body. Its round eyes and silver color make it a beloved beetle. Though how one could love a beetle is beyond me. Imagine being pinched by those long jaws, and the pain it would cause! Ouch and ewww!","FtrInsectHosoakakuwagata","https://acnhcdn.com/latest/FtrIcon/FtrInsectHosoakakuwagataCropped.png",64,"Pet","Ins49","https://acnhcdn.com/latest/MenuIcon/Ins49.png","I59",NA,NA,"cyclommatus stag",NA,"5 PM – 8 AM",NA,NA,NA,"5 PM – 8 AM",NA,NA,NA,NA,NA,NA,8000,NA,NA,NA,"5 PM – 8 AM","5 PM – 8 AM",NA,NA,NA,NA,NA,NA,NA,NA,"1x1","2","Yes",100,NA,"Any weather","On palm trees"
